,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches
102,Víctor Cabrera,ARG,DF,Montreal Impact,24,1993,13,10,922,10.2,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches
103,Luís Caicedo,COL,MF,New England,21,1996,30,29,2589,28.8,1,3,1,0,0,11,0,0.03,0.1,0.14,0.03,0.14,1.8,1.8,1.3,3.1,0.06,0.05,0.11,0.06,0.11,Matches
104,Scott Caldwell,USA,MF,New England,26,1991,24,20,1516,16.8,2,0,2,0,0,8,1,0.12,0.0,0.12,0.12,0.12,2.3,2.3,1.0,3.3,0.14,0.06,0.2,0.14,0.2,Matches
105,Alexander Callens,PER,DF,NYCFC,25,1992,31,31,2748,30.5,1,0,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,1.7,1.7,0.4,2.1,0.06,0.01,0.07,0.06,0.07,Matches
106,Caleb Calvert,USA,FW,Colorado Rapids,21,1996,1,0,36,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.65,0.09,0.74,0.65,0.74,Matches
107,Eric Calvillo,SLV,MF,San Jose,20,1998,3,2,164,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.08,0.09,0.17,0.08,0.17,Matches
108,Francisco Calvo,CRC,DF,Minnesota Utd,25,1992,26,26,2338,26.0,2,2,2,0,0,10,1,0.08,0.08,0.15,0.08,0.15,1.5,1.5,1.5,3.0,0.06,0.06,0.12,0.06,0.12,Matches
109,Rudy Camacho,FRA,DF,Montreal Impact,26,1991,18,18,1565,17.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.04,0.0,0.05,0.04,0.05,Matches
110,Jonathan Campbell,USA,DF,Chicago Fire,24,1993,15,11,1007,11.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.02,0.0,0.03,0.02,0.03,Matches
111,Diego Campos,CRC,FWDF,Chicago Fire,22,1995,23,13,1199,13.3,1,1,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,2.0,2.0,1.8,3.8,0.15,0.14,0.29,0.15,0.29,Matches
112,Reggie Cannon,USA,DF,FC Dallas,19,1998,33,33,2918,32.4,1,2,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,0.7,0.7,2.3,3.0,0.02,0.07,0.1,0.02,0.1,Matches
113,Russell Canouse,USA,MF,D.C. United,22,1995,20,17,1534,17.0,1,0,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06,1.1,1.1,0.2,1.2,0.06,0.01,0.07,0.06,0.07,Matches
114,Andrew Carleton,USA,FWMF,Atlanta Utd,17,2000,7,2,161,1.8,0,1,0,0,0,0,0,0.0,0.56,0.56,0.0,0.56,0.3,0.3,0.5,0.8,0.18,0.27,0.44,0.18,0.44,Matches
115,Servando Carrasco,USA,MF,LA Galaxy,29,1988,19,10,1004,11.2,0,2,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18,0.3,0.3,1.0,1.3,0.03,0.09,0.12,0.03,0.12,Matches
116,Julio Cascante,CRC,DF,Portland Timbers,24,1993,21,18,1732,19.2,0,1,0,0,0,1,0,0.0,0.05,0.05,0.0,0.05,1.2,1.2,0.1,1.3,0.06,0.0,0.07,0.06,0.07,Matches
117,Cristian Cásseres Jr.,VEN,MF,NY Red Bulls,18,2000,3,1,97,1.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
118,Valentín Castellanos,ARG,FW,NYCFC,19,1998,8,5,446,5.0,1,0,1,0,0,2,0,0.2,0.0,0.2,0.2,0.2,2.8,2.8,0.4,3.2,0.56,0.08,0.64,0.56,0.64,Matches
119,Edgar Castillo,USA,DFMF,Colorado Rapids,31,1986,28,28,2439,27.1,3,5,3,0,0,7,0,0.11,0.18,0.3,0.11,0.3,0.9,0.9,3.2,4.1,0.03,0.12,0.15,0.03,0.15,Matches
120,Darwin Cerén,SLV,MF,Houston Dynamo,28,1989,24,20,1861,20.7,1,0,1,0,0,9,1,0.05,0.0,0.05,0.05,0.05,0.3,0.3,0.6,0.9,0.01,0.03,0.04,0.01,0.04,Matches
121,Maxime Chanot,LUX,DF,NYCFC,28,1989,18,18,1569,17.4,1,0,1,0,0,2,1,0.06,0.0,0.06,0.06,0.06,0.7,0.7,0.1,0.7,0.04,0.0,0.04,0.04,0.04,Matches
122,Jay Chapman,CAN,MFFW,Toronto FC,24,1994,22,10,987,11.0,3,1,3,0,0,2,0,0.27,0.09,0.36,0.27,0.36,2.8,2.8,2.6,5.4,0.26,0.24,0.49,0.26,0.49,Matches
123,Diego Chará,COL,MF,Portland Timbers,31,1986,27,26,2385,26.5,2,0,2,0,0,11,0,0.08,0.0,0.08,0.08,0.08,1.9,1.9,1.9,3.8,0.07,0.07,0.14,0.07,0.14,Matches
124,David Choinière,CAN,MF,Montreal Impact,20,1997,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
125,Mathieu Choiniere,CAN,FWMF,Montreal Impact,18,1999,5,0,87,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.11,0.08,0.18,0.11,0.18,Matches
126,Paul Christensen,USA,GK,Atlanta Utd,21,1996,1,0,55,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
127,Michaël Ciani,FRA,DF,LA Galaxy,33,1984,21,19,1645,18.3,1,0,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,0.4,0.4,0.1,0.5,0.02,0.0,0.03,0.02,0.03,Matches
128,Laurent Ciman,BEL,DF,Los Angeles FC,32,1985,22,22,1980,22.0,3,0,3,0,0,1,0,0.14,0.0,0.14,0.14,0.14,1.0,1.0,1.0,2.0,0.05,0.05,0.1,0.05,0.1,Matches
129,Ricardo Clark,USA,MF,Columbus Crew,34,1983,13,8,640,7.1,1,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,0.6,0.6,0.3,0.9,0.08,0.04,0.13,0.08,0.13,Matches
130,Steve Clark,USA,GK,D.C. United,31,1986,3,3,270,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
131,Steve Clark,USA,GK,Portland Timbers,31,1986,8,6,578,6.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
132,Stefan Cleveland,USA,GK,Chicago Fire,23,1994,5,5,450,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
133,Ashley Cole,ENG,DFMF,LA Galaxy,37,1980,31,30,2684,29.8,1,9,1,0,0,8,2,0.03,0.3,0.34,0.03,0.34,1.5,1.5,5.0,6.5,0.05,0.17,0.22,0.05,0.22,Matches
134,Elliot Collier,NZL,FWMF,Chicago Fire,22,1995,16,9,906,10.1,1,1,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,2.1,2.1,1.0,3.1,0.21,0.1,0.3,0.21,0.3,Matches
135,Aurélien Collin,FRA,DF,NY Red Bulls,31,1986,7,5,353,3.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.03,0.03,0.01,0.03,Matches
136,Cristian Colmán,PAR,FW,FC Dallas,23,1994,15,6,610,6.8,2,0,2,0,0,0,1,0.3,0.0,0.3,0.3,0.3,2.4,2.4,1.2,3.6,0.36,0.18,0.54,0.36,0.54,Matches
137,Josué Colmán,PAR,FW,Orlando City,19,1998,24,10,1063,11.8,1,2,1,0,0,0,0,0.08,0.17,0.25,0.08,0.25,1.3,1.3,1.4,2.7,0.11,0.12,0.23,0.11,0.23,Matches
138,Kip Colvey,NZL,DFMF,Colorado Rapids,23,1994,3,3,206,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03,Matches
139,Simon Colyn,CAN,MF,Vancouver,15,2002,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.04,0.0,1.04,1.04,1.04,Matches
140,Tomás Conechny,ARG,FWMF,Portland Timbers,19,1998,4,1,74,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.27,0.03,0.3,0.27,0.3,Matches
141,Drew Conner,USA,MFDF,Chicago Fire,23,1994,11,5,467,5.2,0,1,0,0,0,3,1,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.4,0.5,0.01,0.08,0.09,0.01,0.09,Matches
142,Warren Creavalle,USA,MF,Philadelphia,27,1990,17,6,689,7.7,0,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,0.2,0.2,0.6,0.7,0.02,0.07,0.09,0.02,0.09,Matches
143,Alex Crognale,USA,FWDF,Columbus Crew,23,1994,5,0,101,1.1,1,0,1,0,0,0,0,0.89,0.0,0.89,0.89,0.89,0.1,0.1,0.0,0.1,0.11,0.0,0.11,0.11,0.11,Matches
144,Yohan Croizet,FRA,MFFW,Sporting KC,25,1992,32,19,1591,17.7,3,3,3,0,0,2,0,0.17,0.17,0.34,0.17,0.34,3.6,3.6,2.1,5.7,0.2,0.12,0.32,0.2,0.32,Matches
145,Harold Cummings,PAN,DF,San Jose,25,1992,21,21,1874,20.8,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.01,0.01,0.0,0.01,Matches
146,Aidan Daniels,CAN,DF,Toronto FC,19,1998,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches
147,Abu Danladi,GHA,FW,Minnesota Utd,22,1995,16,5,488,5.4,1,1,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,2.0,2.0,1.0,3.0,0.37,0.18,0.56,0.37,0.56,Matches
148,Juan David Cabezas,COL,MF,Houston Dynamo,26,1991,6,4,289,3.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
149,Alphonso Davies,CAN,FWMF,Vancouver,17,2000,31,27,2419,26.9,8,9,8,0,0,2,0,0.3,0.33,0.63,0.3,0.63,5.5,5.5,6.1,11.6,0.2,0.23,0.43,0.2,0.43,Matches
150,Sean Davis,USA,MF,NY Red Bulls,24,1993,32,30,2574,28.6,0,4,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,0.4,0.4,2.6,3.0,0.01,0.09,0.1,0.01,0.1,Matches
151,Christian Dean,USA,DF,Chicago Fire,24,1993,2,2,177,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches
152,A.J. DeLaGarza,GUM,DF,Houston Dynamo,30,1987,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Matches
153,Antonio Delamea Mlinar,SVN,DF,New England,26,1991,18,18,1514,16.8,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.03,0.0,0.03,0.03,0.03,Matches
154,Jordy Delem,MTQ,MFDF,Seattle,24,1993,16,10,858,9.5,1,0,1,0,0,5,0,0.1,0.0,0.1,0.1,0.1,0.8,0.8,0.1,0.9,0.08,0.01,0.09,0.08,0.09,Matches
155,Nick DeLeon,USA,DF,D.C. United,27,1990,15,12,1064,11.8,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,1.2,1.2,0.5,1.7,0.1,0.05,0.15,0.1,0.15,Matches
156,Marky Delgado,USA,MF,Toronto FC,22,1995,28,21,1983,22.0,2,2,2,0,0,3,0,0.09,0.09,0.18,0.09,0.18,1.8,1.8,2.2,4.0,0.08,0.1,0.18,0.08,0.18,Matches
157,Clint Dempsey,USA,MFFW,Seattle,34,1983,14,9,905,10.1,1,1,1,0,0,1,1,0.1,0.1,0.2,0.1,0.2,3.4,3.4,1.5,4.9,0.34,0.15,0.49,0.34,0.49,Matches
158,Gregory van der Wiel,NED,DF,Toronto FC,29,1988,27,25,2296,25.5,0,4,0,0,0,2,1,0.0,0.16,0.16,0.0,0.16,0.1,0.1,1.9,2.1,0.01,0.08,0.08,0.01,0.08,Matches
159,Tyler Deric,USA,GK,Houston Dynamo,29,1988,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
160,Mauro Díaz,ARG,MFFW,FC Dallas,26,1991,12,9,803,8.9,2,5,0,2,2,3,0,0.22,0.56,0.78,0.0,0.56,3.2,1.7,3.0,4.7,0.36,0.34,0.7,0.19,0.53,Matches
161,Claude Dielna,GLP,DF,New England,30,1987,17,15,1333,14.8,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.4,0.07,0.03,0.09,0.07,0.09,Matches
162,Adama Diomande,NOR,FW,Los Angeles FC,27,1990,18,14,1248,13.9,12,4,12,0,0,1,0,0.87,0.29,1.15,0.87,1.15,9.4,9.4,2.0,11.4,0.68,0.14,0.82,0.68,0.82,Matches
163,Bořek Dočkal,CZE,MF,Philadelphia,29,1988,31,30,2380,26.4,5,11,4,1,1,1,0,0.19,0.42,0.61,0.15,0.57,4.0,3.2,8.4,11.6,0.15,0.32,0.47,0.12,0.44,Matches
164,Marco Donadel,ITA,DFMF,Montreal Impact,34,1983,2,1,97,1.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
165,Giovani dos Santos,MEX,MFFW,LA Galaxy,28,1989,14,10,823,9.1,3,2,3,0,0,2,0,0.33,0.22,0.55,0.33,0.55,3.3,3.3,1.7,4.9,0.36,0.18,0.54,0.36,0.54,Matches
166,Jonathan dos Santos,MEX,MF,LA Galaxy,27,1990,23,22,1907,21.2,2,4,2,0,0,3,0,0.09,0.19,0.28,0.09,0.28,0.7,0.7,1.4,2.1,0.03,0.07,0.1,0.03,0.1,Matches
167,Kyle Duncan,USA,DF,NY Red Bulls,20,1997,4,4,360,4.0,0,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.3,0.3,0.0,0.07,0.07,0.0,0.07,Matches
168,Julian Dunn-Johnson,CAN,DF,Toronto FC,17,2000,2,1,105,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
169,Chris Durkin,USA,MF,D.C. United,17,2000,23,16,1506,16.7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,0.03,0.02,0.04,0.03,0.04,Matches
170,Chris Duvall,USA,DF,Montreal Impact,26,1991,15,14,1192,13.2,0,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.8,0.9,0.0,0.06,0.07,0.0,0.07,Matches
171,Dom Dwyer,USA,FW,Orlando City,27,1990,26,25,2242,24.9,13,0,13,0,0,9,0,0.52,0.0,0.52,0.52,0.52,11.2,11.2,0.4,11.5,0.45,0.01,0.46,0.45,0.46,Matches
172,Jeremy Ebobisse,USA,FW,Portland Timbers,20,1997,9,5,450,5.0,2,0,2,0,0,1,0,0.4,0.0,0.4,0.4,0.4,1.9,1.9,0.6,2.5,0.38,0.12,0.5,0.38,0.5,Matches
173,Earl Edwards Jr.,USA,GK,Orlando City,26,1992,5,5,391,4.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
174,Raheem Edwards,CAN,FWMF,Chicago Fire,22,1995,13,10,916,10.2,1,2,1,0,0,0,0,0.1,0.2,0.29,0.1,0.29,1.4,1.4,2.6,4.1,0.14,0.26,0.4,0.14,0.4,Matches
175,Raheem Edwards,CAN,FWMF,Montreal Impact,22,1995,14,9,808,9.0,2,0,2,0,0,3,0,0.22,0.0,0.22,0.22,0.22,1.4,1.4,0.5,1.9,0.16,0.05,0.21,0.16,0.21,Matches
176,Alberth Elis,HON,FW,Houston Dynamo,21,1996,30,27,2414,26.8,11,9,9,2,2,6,1,0.41,0.34,0.75,0.34,0.67,13.2,11.7,7.8,19.5,0.49,0.29,0.78,0.43,0.73,Matches
177,Jack Elliott,ENG,DF,Philadelphia,22,1995,17,16,1429,15.9,2,0,2,0,0,7,1,0.13,0.0,0.13,0.13,0.13,1.6,1.6,0.0,1.6,0.1,0.0,0.1,0.1,0.1,Matches
178,Kevin Ellis,USA,DFFW,D.C. United,26,1991,2,0,48,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
179,Kevin Ellis,USA,DF,Chicago Fire,26,1991,20,19,1531,17.0,2,3,2,0,0,3,0,0.12,0.18,0.29,0.12,0.29,0.6,0.6,0.9,1.6,0.04,0.05,0.09,0.04,0.09,Matches
180,Marcus Epps,USA,FW,Philadelphia,23,1995,13,8,606,6.7,1,0,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,1.7,1.7,0.7,2.4,0.26,0.1,0.36,0.26,0.36,Matches
181,Magnus Eriksson,SWE,MFFW,San Jose,27,1990,32,29,2484,27.6,6,3,3,3,3,2,0,0.22,0.11,0.33,0.11,0.22,5.3,3.0,4.3,7.3,0.19,0.15,0.35,0.11,0.26,Matches
182,Fidel Escobar,PAN,DF,NY Red Bulls,23,1995,6,4,375,4.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.08,0.0,0.08,0.08,0.08,Matches
183,Franco Escobar,ARG,DF,Atlanta Utd,22,1995,22,20,1788,19.9,1,0,1,0,0,7,0,0.05,0.0,0.05,0.05,0.05,1.1,1.1,1.1,2.3,0.06,0.06,0.11,0.06,0.11,Matches
184,Roger Espinoza,HON,MF,Sporting KC,31,1986,32,32,2820,31.3,3,6,3,0,0,9,1,0.1,0.19,0.29,0.1,0.29,2.8,2.8,5.1,7.9,0.09,0.17,0.26,0.09,0.26,Matches
185,Derrick Etienne,HAI,FW,NY Red Bulls,21,1996,30,9,970,10.8,5,0,5,0,1,1,0,0.46,0.0,0.46,0.46,0.46,6.9,6.1,1.2,7.3,0.64,0.12,0.75,0.57,0.68,Matches
186,Fabinho,BRA,DF,Philadelphia,32,1985,11,8,715,7.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.05,0.05,0.0,0.05,Matches
187,Diego Fagúndez,URU,MFFW,New England,22,1995,33,30,2661,29.6,9,8,8,1,2,9,0,0.3,0.27,0.57,0.27,0.54,7.0,5.6,7.8,13.4,0.24,0.26,0.5,0.19,0.45,Matches
188,Rod Fanni,FRA,DF,Montreal Impact,36,1981,26,26,2289,25.4,1,0,1,0,0,0,0,0.04,0.0,0.04,0.04,0.04,0.2,0.2,0.2,0.4,0.01,0.01,0.01,0.01,0.01,Matches
189,Marco Farfan,USA,DFFW,Portland Timbers,19,1998,11,6,516,5.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.07,0.07,0.0,0.07,Matches
190,Andrew Farrell,USA,DF,New England,25,1992,31,30,2701,30.0,2,2,2,0,0,2,0,0.07,0.07,0.13,0.07,0.13,0.7,0.7,2.1,2.7,0.02,0.07,0.09,0.02,0.09,Matches
191,Benny Feilhaber,USA,MF,Los Angeles FC,33,1985,34,32,2796,31.1,3,2,3,0,0,5,0,0.1,0.06,0.16,0.1,0.16,1.5,1.5,4.6,6.2,0.05,0.15,0.2,0.05,0.2,Matches
192,Felipe,BRA,MF,Vancouver,27,1990,29,24,2204,24.5,1,2,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,1.4,1.4,3.7,5.0,0.06,0.15,0.21,0.06,0.21,Matches
193,Luis Felipe,BRA,MF,San Jose,22,1996,13,11,974,10.8,0,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,0.3,0.3,0.3,0.5,0.03,0.03,0.05,0.03,0.05,Matches
194,Rolf Feltscher,VEN,DF,LA Galaxy,27,1990,15,15,1293,14.4,1,3,1,0,0,6,0,0.07,0.21,0.28,0.07,0.28,0.2,0.2,1.5,1.7,0.01,0.11,0.12,0.01,0.12,Matches
195,Gerso Fernandes,GNB,FW,Sporting KC,26,1991,31,17,1598,17.8,5,4,5,0,0,1,0,0.28,0.23,0.51,0.28,0.51,5.5,5.5,4.0,9.5,0.31,0.22,0.53,0.31,0.53,Matches
196,Luiz Fernando,BRA,MF,Minnesota Utd,22,1995,11,6,577,6.4,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches
197,Jesus Ferreira,USA,FW,FC Dallas,17,2000,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,6.15,0.0,6.15,6.15,6.15,Matches
198,Maynor Figueroa,HON,DF,FC Dallas,34,1983,16,11,1010,11.2,1,0,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,0.6,0.6,0.2,0.8,0.06,0.01,0.07,0.06,0.07,Matches
199,Ethan Finlay,USA,FW,Minnesota Utd,27,1990,7,7,569,6.3,2,1,2,0,0,0,0,0.32,0.16,0.47,0.32,0.47,2.0,2.0,1.0,3.0,0.32,0.16,0.48,0.32,0.48,Matches
200,Oniel Fisher,JAM,DF,D.C. United,26,1991,24,20,1832,20.4,1,1,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,1.1,1.1,1.4,2.5,0.05,0.07,0.12,0.05,0.12,Matches
201,Andrés Flores,SLV,MF,Portland Timbers,27,1990,26,11,1171,13.0,1,2,1,0,0,1,0,0.08,0.15,0.23,0.08,0.23,1.7,1.7,1.4,3.1,0.13,0.11,0.24,0.13,0.24,Matches
202,Anthony Fontana,USA,MF,Philadelphia,18,1999,5,1,102,1.1,1,0,1,0,0,0,0,0.88,0.0,0.88,0.88,0.88,0.8,0.8,0.3,1.1,0.69,0.26,0.95,0.69,0.95,Matches
203,Andreu Fontàs,ESP,DF,Sporting KC,28,1989,2,1,93,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
204,Kortne Ford,USA,DF,Colorado Rapids,22,1996,15,14,1138,12.6,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches
205,Waylon Francis,CRC,DFFW,Seattle,27,1990,11,5,585,6.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.01,0.17,0.17,0.01,0.17,Matches
